Sigla Empresa,Nombre,Fecha,A¤o,N£mero de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tr fico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tr fico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
0EC,SAE,3/1/2025,2025,3,LCH,LA CHORRERA - VIRGILIO BARCO VARGAS,LA CHORRERA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,5,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,PUR,PUERTO ARICA,LETICIA,COLOMBIA,N,T,1,5,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,26,115,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,PUR,PUERTO ARICA,LETICIA,COLOMBIA,LCH,LA CHORRERA - VIRGILIO BARCO VARGAS,LA CHORRERA,COLOMBIA,N,T,3,5,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,1,23,Nacional,Aerotaxi,No Regular,marzo
0EC,SAE,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,N,T,12,251,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,BSC,BAH?A SOLANO - JOSE C. MUTIS,BAH?A SOLANO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,CAQ,CAUCASIA- JUAN H. WHITE,CAUCASIA,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,N,T,10,350,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,COG,CONDOTO MANDINGA,CONDOTO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,N,T,2,90,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,BSC,BAH?A SOLANO - JOSE C. MUTIS,BAH?A SOLANO,COLOMBIA,N,T,2,40,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,CAQ,CAUCASIA- JUAN H. WHITE,CAUCASIA,COLOMBIA,N,T,10,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,COG,CONDOTO MANDINGA,CONDOTO,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAY?N,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,UIB,QUIBD? - EL CARA¥O,QUIBD?,COLOMBIA,N,T,7,140,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,URR,URRAO,URRAO,COLOMBIA,N,T,4,60,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,PPN,GUILLERMO LEON VALENCIA,POPAY?N,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,N,T,4,60,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,UIB,QUIBD? - EL CARA¥O,QUIBD?,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,N,T,7,95,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,URR,URRAO,URRAO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,N,T,4,60,Nacional,Aerotaxi,No Regular,marzo
0ED,GOOD FLY CO SAS,3/1/2025,2025,3,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELL?N,COLOMBIA,N,T,2,80,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,7IY,HATO SAN JOSE,LA PRIMAVERA,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,ACR,ARARACUARA,SOLANO,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,CRU,CARUR?,CARUR?,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,CRU,CARUR?,CARUR?,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,15,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,7IY,HATO SAN JOSE,LA PRIMAVERA,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,N,T,1,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,VLA,AERODROMO DE VILLANUEVA CAPITAN RAF,VILLANUEVA - CASANARE,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,EYP,EL YOPAL,YOPAL,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,CRU,CARUR?,CARUR?,COLOMBIA,N,T,6,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,49,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,21,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,ACR,ARARACUARA,SOLANO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,CRU,CARUR?,CARUR?,COLOMBIA,N,T,16,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,41,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,TPI,TOMACHIPAN,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,RAV,CRAVO NORTE,CRAVO NORTE,COLOMBIA,N,T,2,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,SRO,SANTA ROSAL?A,SANTA ROSAL?A,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,TPI,TOMACHIPAN,SAN JOS DEL GUAVIARE,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VLA,AERODROMO DE VILLANUEVA CAPITAN RAF,VILLANUEVA - CASANARE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,EYP,EL YOPAL,YOPAL,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,5,0,Nacional,Aerotaxi,No Regular,marzo
1AE,AERO APOYO,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,4,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,A01,CAMPO ALEGRE,IN?RIDA,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,22,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,CRU,CARUR?,CARUR?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,3,8,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MBQ,BOCOA QUERARI,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MDR,PIEDRA ¥I,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,2,150,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MFR,MONFORT,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,11,544,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MIB,BELEN DE INAMBU,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MIT,WACARICUARA,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,8,44,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MKA,KAMANAOS,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,3,105,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MPI,PIRACUARA,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,275,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MPU,PACU,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSA,SAN ANTONIO,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSI,SANTA LUCIA - VAUPES,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSO,SONA¥A,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,18,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MSR,SANTA RITA,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTC,PAPUNAGUA - PTO. SOLANO,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTI,TIQUIE,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,9,117,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTN,BUENOS AIRES - VAUPES,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,5,172,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MTS,TERESITA,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,1,100,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MUR,TAPURUCUARA,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,4,50,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVA,VILLA GLADYS,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,35,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,A01,CAMPO ALEGRE,IN?RIDA,COLOMBIA,N,T,1,463,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,CRU,CARUR?,CARUR?,COLOMBIA,N,T,3,5,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MBQ,BOCOA QUERARI,MIT?,COLOMBIA,N,T,0,147,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MDR,PIEDRA ¥I,MIT?,COLOMBIA,N,T,3,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MFR,MONFORT,MIT?,COLOMBIA,N,T,8,"1,353",Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MIB,BELEN DE INAMBU,MIT?,COLOMBIA,N,T,1,120,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MIT,WACARICUARA,MIT?,COLOMBIA,N,T,5,45,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MKA,KAMANAOS,MIT?,COLOMBIA,N,T,2,170,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MPI,PIRACUARA,MIT?,COLOMBIA,N,T,1,555,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MPU,PACU,MIT?,COLOMBIA,N,T,3,10,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MSA,SAN ANTONIO,MIT?,COLOMBIA,N,T,3,10,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MSI,SANTA LUCIA - VAUPES,MIT?,COLOMBIA,N,T,2,72,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MSO,SONA¥A,MIT?,COLOMBIA,N,T,2,27,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MSR,SANTA RITA,MIT?,COLOMBIA,N,T,0,240,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MTC,PAPUNAGUA - PTO. SOLANO,MIT?,COLOMBIA,N,T,3,25,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MTI,TIQUIE,MIT?,COLOMBIA,N,T,17,"1,260",Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MTN,BUENOS AIRES - VAUPES,MIT?,COLOMBIA,N,T,3,970,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MTS,TERESITA,MIT?,COLOMBIA,N,T,6,10,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MUR,TAPURUCUARA,MIT?,COLOMBIA,N,T,6,"1,488",Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MVA,VILLA GLADYS,MIT?,COLOMBIA,N,T,0,300,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MYA,YAPU,MIT?,COLOMBIA,N,T,5,"1,243",Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,MYY,YAVARATE,MIT?,COLOMBIA,N,T,2,40,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,PCA,PACOA,PACOA,COLOMBIA,N,T,3,233,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,4,222,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MVP,MITU,MIT?,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,2,15,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MYA,YAPU,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,9,289,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,MYY,YAVARATE,MIT?,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,PCA,PACOA,PACOA,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,1,43,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,TAR,TARAIRA,TARAIRA,COLOMBIA,MTN,BUENOS AIRES - VAUPES,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,TAR,TARAIRA,TARAIRA,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,2,100,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MVP,MITU,MIT?,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1AS,AEROMENEGUA,3/1/2025,2025,3,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,7KR,SILVANA,CUMARIBO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,0,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,IDA,BOGOTA - EL DORADO,IN?RIDA,COLOMBIA,N,T,39,"7,020",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,ACR,ARARACUARA,SOLANO,COLOMBIA,SJE,SAN JOS DEL GUAVIARE- JORGE E GONZ,SAN JOS DEL GUAVIARE,COLOMBIA,N,T,0,"2,050",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,IDA,BOGOTA - EL DORADO,IN?RIDA,COLOMBIA,N,T,40,"5,300",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,N,T,14,"3,990",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,35,"14,032",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,IDA,BOGOTA - EL DORADO,IN?RIDA,COLOMBIA,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,N,T,44,"7,650",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,IDA,BOGOTA - EL DORADO,IN?RIDA,COLOMBIA,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,N,T,77,"5,130",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,IDA,BOGOTA - EL DORADO,IN?RIDA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0,65,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,LMC,LA MACARENA - META,LA MACARENA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,11,135,Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,4,"16,670",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,BMG,BARRANCOMINAS,BARRANCOMINAS,COLOMBIA,N,T,31,"4,900",Nacional,Aerotaxi,No Regular,marzo
1BB,ALLAS S.A.S,3/1/2025,2025,3,PCE,CUMARIBO,PUERTO CARRE¥O,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,35,"2,920",Nacional,Aerotaxi,No Regular,marzo
